token,logprob_actual,logprob_max,entropy,most_likely_token
se,-9.154275894165039,-1.8125848770141602,4.67125940322876,1
it,-0.20308808982372284,-0.20308808982372284,1.0281779766082764,it
Ġletz,-7.052101135253906,-1.358856201171875,3.3927652835845947,Ġdem
ter,-0.5159469246864319,-0.5159469246864319,1.0160390138626099,ter
Ġwo,-6.0530314445495605,-0.21553680300712585,0.987646222114563,ĠWoche
che,-0.0001752223033690825,-0.0001752223033690825,0.002310174750164151,che
Ġhabe,-3.5120885372161865,-2.1035211086273193,5.24936056137085,Ġist
Ġich,-0.01825636811554432,-0.01825636811554432,0.18570181727409363,Ġich
Ġnun,-3.2690978050231934,-2.460202693939209,4.814903259277344,Ġeine
Ġend,-2.346877098083496,-1.2743462324142456,3.8718528747558594,Ġauch
lich,-0.03870152309536934,-0.03870152309536934,0.20341995358467102,lich
Ġdas,-4.155148506164551,-2.1641790866851807,3.901650905609131,Ġauch
Ġverg,-7.409245491027832,-1.9203033447265625,5.934235572814941,Ġbu
n,-0.09149571508169174,-0.09149571508169174,0.5451375842094421,n
Ã¼gen,-0.07902821898460388,-0.07902821898460388,0.43222206830978394,Ã¼gen
Ġdie,-4.385454177856445,-1.0011816024780273,3.506025791168213,","
Ġneue,-3.0121002197265625,-3.0121002197265625,6.501282691955566,Ġneue
Ġf,-5.390100955963135,-3.277895927429199,6.920425891876221,Ġversion
ass,-0.8841426372528076,-0.8841426372528076,3.8839027881622314,ass
ung,-0.014758693054318428,-0.014758693054318428,0.11766006052494049,ung
Ġvon,-1.660231351852417,-0.8864296078681946,2.151113986968994,Ġdes
ĠâĢŀ,-4.823383331298828,-3.345625638961792,7.531383514404297,"Ġ"""
das,-4.113046646118164,-3.140291213989258,6.899919509887695,the
Ġl,-6.486489295959473,-1.6194097995758057,5.371179103851318,Ġperf
icht,-0.8889635801315308,-0.8889635801315308,2.978400707244873,icht
Ġder,-1.3524724245071411,-1.3524724245071411,2.91585636138916,Ġder
Ġst,-5.7009358406066895,-2.232494831085205,5.335638999938965,Ġster
ille,-2.970532178878784,-0.32760316133499146,1.218026876449585,adt
âĢľ,-0.12713897228240967,-0.12713897228240967,0.9031771421432495,âĢľ
Ġanz,-4.846896648406982,-0.7509142160415649,2.7061073780059814,Ġzu
uh,-0.49624091386795044,-0.49624091386795044,1.4237446784973145,uh
Ã¶ren,-0.010499831289052963,-0.010499831289052963,0.08195898681879044,Ã¶ren
.,-0.9567776322364807,-0.9567776322364807,1.9602500200271606,.
Ġich,-2.2437620162963867,-2.2437620162963867,4.8356475830078125,Ġich
Ġmuss,-1.644717812538147,-1.644717812538147,3.403029203414917,Ġmuss
Ġsagen,-0.720123291015625,-0.720123291015625,2.380305051803589,Ġsagen
:,-3.530700206756592,-0.539279580116272,2.0616331100463867,","
Ġes,-1.9442275762557983,-1.5841020345687866,4.4259185791015625,Ġich
Ġhat,-1.5743606090545654,-0.8125351071357727,2.391664505004883,Ġist
Ġsich,-0.12918078899383545,-0.12918078899383545,0.795250415802002,Ġsich
Ġwirklich,-2.3859169483184814,-0.6026051640510559,2.326420783996582,Ġgel
Ġgel,-0.200149804353714,-0.200149804353714,1.0843677520751953,Ġgel
oh,-0.001583989942446351,-0.001583989942446351,0.015671785920858383,oh
nt,-0.0001232548092957586,-0.0001232548092957586,0.0016716220416128635,nt
!,-2.092637538909912,-1.6633238792419434,3.4206528663635254,.
Ġdie,-1.964464783668518,-1.964464783668518,4.644783973693848,Ġdie
Ġatmos,-6.438727378845215,-1.7023205757141113,5.225400924682617,Ġneue
ph,-0.008198890835046768,-0.008198890835046768,0.07610350847244263,ph
Ã¤re,-0.008684603497385979,-0.008684603497385979,0.06414768844842911,Ã¤re
Ġist,-1.5659197568893433,-1.5659197568893433,2.996246814727783,Ġist
Ġnoch,-1.9278249740600586,-1.9278249740600586,4.6819963455200195,Ġnoch
Ġd,-1.2250840663909912,-1.2250840663909912,3.5375685691833496,Ġd
icht,-0.07041509449481964,-0.07041509449481964,0.31976523995399475,icht
er,-0.0060866232961416245,-0.0060866232961416245,0.05321114882826805,er
Ġund,-1.2705763578414917,-1.055129885673523,1.4948607683181763,","
Ġintens,-1.9817179441452026,-1.668258547782898,4.330504894256592,Ġdie
iver,-0.004065938759595156,-0.004065938759595156,0.035371534526348114,iver
",",-1.892538070678711,-0.7999610900878906,1.7449336051940918,Ġgew
Ġdie,-0.862427830696106,-0.862427830696106,3.1669921875,Ġdie
Ġmus,-1.7919235229492188,-1.7919235229492188,4.997108459472656,Ġmus
ik,-0.37783876061439514,-0.37783876061439514,0.8551927208900452,ik
Ġf,-4.949240684509277,-1.158707618713379,3.857327938079834,Ġnoch
Ã¼,-1.9288339614868164,-1.247797966003418,2.2400870323181152,asz
ll,-1.1466675996780396,-0.3997746706008911,0.7159273028373718,gt
t,-0.036402683705091476,-0.036402683705091476,0.18660934269428253,t
Ġdie,-2.3574016094207764,-1.274357557296753,3.1566481590270996,Ġden
Ġle,-4.180628776550293,-1.4740047454833984,4.518041610717773,Ġr
ere,-0.19643916189670563,-0.19643916189670563,0.6937882304191589,ere
Ġnoch,-2.0804224014282227,-1.7516955137252808,3.655644178390503,Ġund
Ġbesser,-0.6584340333938599,-0.6584340333938599,2.3902459144592285,Ġbesser
Ġund,-1.3021286725997925,-0.7597759962081909,1.6367542743682861,Ġaus
Ġich,-3.5491943359375,-1.5403738021850586,4.45989465713501,Ġdie
Ġhab,-4.521623134613037,-1.9770561456680298,3.539271831512451,Ġhabe
âĢĻs,-4.81052827835083,-1.8515068292617798,4.302003383636475,Ġdas
Ġw,-6.892523765563965,-2.5438899993896484,4.342996120452881,Ġnoch
ahr,-1.3414433002471924,-0.8878949284553528,2.1409566402435303,ied
lich,-0.5400369167327881,-0.5400369167327881,1.3864939212799072,lich
Ġgen,-2.301497459411621,-0.5084563493728638,2.092261791229248,Ġnicht
oss,-1.1460886001586914,-0.5317621231079102,1.077383279800415,ug
en,-0.0012867513578385115,-0.0012867513578385115,0.014231888577342033,en
",",-2.2274892330169678,-0.868208646774292,2.6573173999786377,.
Ġwieder,-4.687399864196777,-2.025424003601074,4.230945587158203,Ġmich
Ġeinmal,-3.166961193084717,-1.5108866691589355,3.5857110023498535,Ġin
Ġin,-1.4715044498443604,-1.4715044498443604,3.995142698287964,Ġin
Ġden,-2.5480470657348633,-1.5982160568237305,3.452253818511963,Ġdiese
Ġkl,-3.444305181503296,-1.7905280590057373,5.399503231048584,Ġb
Ã¤ng,-0.09681002795696259,-0.09681002795696259,0.5027484893798828,Ã¤ng
en,-0.0009446449112147093,-0.0009446449112147093,0.010630486533045769,en
Ġvon,-1.921473503112793,-1.1325187683105469,2.6065189838409424,Ġzu
Ġam,-6.954283714294434,-1.4488472938537598,5.941140174865723,ĠâĢŀ
orph,-3.5176889896392822,-0.821734607219696,3.6003875732421875,on
is,-0.22833985090255737,-0.22833985090255737,1.217746376991272,is
Ġzu,-0.7114639282226562,-0.7114639282226562,2.6771488189697266,Ġzu
Ġschw,-2.3270421028137207,-0.2409864068031311,1.0274754762649536,Ġvers
el,-0.003545429091900587,-0.003545429091900587,0.024622995406389236,el
gen,-0.0017923733685165644,-0.0017923733685165644,0.0195686686784029,gen

New Section
token,logprob_actual,logprob_max,entropy,most_likely_token
in,-7.3161420822143555,-1.8125848770141602,4.67125940322876,1
Ġmeinem,-7.6667985916137695,-0.3647991120815277,1.931241750717163,Ġder
Ġletzten,-3.3248510360717773,-1.4288349151611328,4.814825057983398,ĠFall
Ġtra,-13.471681594848633,-1.5980467796325684,4.0214385986328125,ĠNewsletter
um,-0.07510145008563995,-0.07510145008563995,0.4702973961830139,um
Ġbin,-4.555863857269287,-1.733544945716858,4.280487537384033,Ġwar
Ġich,-0.020497171208262444,-0.020497171208262444,0.2125341296195984,Ġich
Ġmit,-2.7407565116882324,-2.408750057220459,4.756726264953613,Ġin
Ġmeiner,-2.2418100833892822,-1.9626753330230713,3.8687210083007812,Ġmeinem
Ġbesten,-2.481480121612549,-1.578696846961975,3.731550693511963,Ġmut
Ġfreund,-0.07638318836688995,-0.07638318836688995,0.48434409499168396,Ġfreund
in,-0.0026700582820922136,-0.0026700582820922136,0.027073930948972702,in
Ġdurch,-2.5618081092834473,-2.3335471153259277,4.545657157897949,Ġin
Ġdie,-1.3850549459457397,-1.3850549459457397,3.23681640625,Ġdie
