token,logprob_actual,logprob_max,entropy,most_likely_token
se,-9.154272079467773,-1.8126015663146973,4.671260833740234,1
it,-0.20309090614318848,-0.20309090614318848,1.0281869173049927,it
Ġletz,-7.052108287811279,-1.3588614463806152,3.3927693367004395,Ġdem
ter,-0.515948474407196,-0.515948474407196,1.0160375833511353,ter
Ġwo,-6.053041934967041,-0.2155347764492035,0.9876422882080078,ĠWoche
che,-0.00017534149810671806,-0.00017534149810671806,0.0023103496059775352,che
Ġhabe,-3.5120887756347656,-2.103506088256836,5.249350070953369,Ġist
Ġich,-0.018256250768899918,-0.018256250768899918,0.18570148944854736,Ġich
Ġein,-3.0679919719696045,-2.46018385887146,4.8149003982543945,Ġeine
Ġne,-2.812692165374756,-2.087676525115967,5.354552268981934,Ġproblem
ues,-0.005709174554795027,-0.005709174554795027,0.05426763370633125,ues
Ġhobby,-0.7437828779220581,-0.7437828779220581,3.358335256576538,Ġhobby
:,-1.0641225576400757,-1.0641225576400757,2.793098211288452,:
ĠnÃ¤,-6.383266448974609,-1.3946545124053955,5.452630519866943,Ġich
hen,-3.8344104290008545,-0.05984960123896599,0.3475458025932312,m
.,-0.5891684293746948,-0.5891684293746948,2.1489858627319336,.
Ġich,-1.812281847000122,-1.812281847000122,4.798144340515137,Ġich
Ġhab,-2.9745447635650635,-1.256267786026001,3.4095258712768555,Ġhabe
ĠnÃ¤,-3.7468836307525635,-1.255890130996704,3.8266842365264893,Ġmir
m,-0.08730968087911606,-0.08730968087911606,0.4866704046726227,m
lich,-0.004833798389881849,-0.004833798389881849,0.04933168739080429,lich
Ġeine,-2.470550775527954,-2.470550775527954,4.441789627075195,Ġeine
Ġn,-1.2186429500579834,-1.2186429500579834,4.4367570877075195,Ġn
Ã¤h,-0.003675849176943302,-0.003675849176943302,0.04368884116411209,Ã¤h
mas,-0.008382611908018589,-0.008382611908018589,0.08156687766313553,mas
chine,-0.005147181451320648,-0.005147181451320648,0.039310384541749954,chine
Ġges,-1.05899977684021,-1.05899977684021,2.771183490753174,Ġges
chen,-0.0012281740782782435,-0.0012281740782782435,0.013598287478089333,chen
kt,-0.018248291686177254,-0.018248291686177254,0.10300597548484802,kt
Ġbekommen,-0.042069386690855026,-0.042069386690855026,0.23866575956344604,Ġbekommen
Ġund,-0.9854229092597961,-0.9854229092597961,2.085362434387207,Ġund
Ġseit,-2.948824882507324,-2.8440017700195312,4.8300018310546875,Ġbin
dem,-0.35445818305015564,-0.35445818305015564,1.3432706594467163,dem
Ġsit,-4.332958221435547,-2.6565845012664795,4.995409965515137,ĠnÃ¤
ze,-0.214114248752594,-0.214114248752594,0.70914626121521,ze
Ġich,-0.018017318099737167,-0.018017318099737167,0.16596555709838867,Ġich
Ġst,-3.2663919925689697,-1.5783302783966064,3.9306631088256836,Ġfast
Ã¤nd,-0.23300930857658386,-0.23300930857658386,0.6017564535140991,Ã¤nd
ig,-0.0012410327326506376,-0.0012410327326506376,0.013754719868302345,ig
Ġdar,-2.410144090652466,-1.344595193862915,2.399876832962036,Ġdr
an,-0.006930124014616013,-0.006930124014616013,0.057508572936058044,an
Ġund,-0.946804404258728,-0.946804404258728,1.8825531005859375,Ġund
Ġvers,-3.554063558578491,-0.53276127576828,2.410693645477295,ĠnÃ¤
uche,-0.04748602584004402,-0.04748602584004402,0.23624783754348755,uche
Ġmich,-1.5571459531784058,-1.4155539274215698,3.431522846221924,","
Ġan,-1.8412275314331055,-1.650019645690918,3.2254843711853027,Ġin
Ġneuen,-2.382542610168457,-1.697165608406067,4.334244728088379,Ġverschiedenen
Ġproj,-1.636564016342163,-1.332737684249878,3.3011465072631836,Ġd
ekten,-0.0034550277050584555,-0.0034550277050584555,0.025284543633461,ekten
.,-0.34621483087539673,-0.34621483087539673,1.5960941314697266,.
Ġdas,-2.6959118843078613,-2.254774570465088,4.930628299713135,Ġich
Ġerste,-2.437542200088501,-2.437542200088501,4.928341865539551,Ġerste
Ġprojekt,-1.7974478006362915,-1.4676920175552368,3.732555866241455,Ġwar
Ġwar,-0.6870320439338684,-0.6870320439338684,2.1633262634277344,Ġwar
Ġein,-0.7970356345176697,-0.7970356345176697,2.236189603805542,Ġein
Ġkiss,-3.6088554859161377,-1.9585487842559814,5.1147613525390625,Ġkle
en,-0.03059905767440796,-0.03059905767440796,0.2035410851240158,en
be,-0.13085652887821198,-0.13085652887821198,0.8256404399871826,be
zug,-0.005213949363678694,-0.005213949363678694,0.03340265527367592,zug
.,-2.0821309089660645,-1.3285125494003296,2.4589977264404297,","
ĠdafÃ¼r,-6.011990547180176,-1.8878298997879028,4.419332027435303,Ġdas
Ġbra,-2.5161666870117188,-0.9167213439941406,2.444972038269043,Ġhabe
ucht,-0.7333146929740906,-0.7333146929740906,0.9434999227523804,ucht
Ġman,-0.06490720063447952,-0.06490720063447952,0.3890689015388489,Ġman
Ġnicht,-2.5421745777130127,-1.7076284885406494,3.75917387008667,Ġja
Ġviel,-0.5911033749580383,-0.5911033749580383,1.977897047996521,Ġviel
Ġund,-2.058171272277832,-0.9777316451072693,2.5884132385253906,:
Ġes,-1.1859526634216309,-1.1859526634216309,3.2786450386047363,Ġes
Ġgeht,-1.114021897315979,-0.9447122812271118,2.064182758331299,Ġist
Ġrelativ,-3.9304378032684326,-0.8243711590766907,2.4600741863250732,Ġauch
Ġschnell,-0.24436715245246887,-0.24436715245246887,0.8856257796287537,Ġschnell
.,-0.47826188802719116,-0.47826188802719116,1.6374787092208862,.
Ġman,-2.8984758853912354,-2.094595193862915,4.483942985534668,Ġich
ĠbenÃ¶t,-2.333329916000366,-1.025113821029663,2.4085097312927246,Ġbra
igt,-0.0032340388279408216,-0.0032340388279408216,0.027094248682260513,igt
Ġzwei,-4.880522727966309,-1.7451468706130981,3.480938673019409,Ġnur
Ġst,-0.9101007580757141,-0.9101007580757141,2.534839153289795,Ġst
off,-0.4122908115386963,-0.4122908115386963,0.7257096171379089,off
st,-1.2090954780578613,-0.9426044821739197,1.7855167388916016,e
Ã¼ck,-0.02184612676501274,-0.02184612676501274,0.11781833320856094,Ã¼ck
e,-0.007491352967917919,-0.007491352967917919,0.05255230888724327,e
",",-0.8995740413665771,-0.8995740413665771,2.1063826084136963,","
Ġdie,-1.5304210186004639,-1.5304210186004639,4.127971649169922,Ġdie
Ġunge,-4.500731468200684,-1.1888219118118286,3.742335319519043,Ġman
f,-0.0023297329898923635,-0.0023297329898923635,0.025705495849251747,f
Ã¤hr,-0.003792476374655962,-0.003792476374655962,0.028616931289434433,Ã¤hr
Ġgleich,-1.2369729280471802,-1.2369729280471802,2.431706666946411,Ġgleich
ĠgroÃŁ,-0.08126881718635559,-0.08126881718635559,0.4530639350414276,ĠgroÃŁ

New Section
token,logprob_actual,logprob_max,entropy,most_likely_token
in,-7.316147327423096,-1.8126015663146973,4.671260833740234,1
Ġmeinem,-7.666783332824707,-0.36480697989463806,1.9312713146209717,Ġder
Ġletzten,-3.3248355388641357,-1.4288270473480225,4.814814567565918,ĠFall
Ġtra,-13.471677780151367,-1.5980565547943115,4.02144718170166,ĠNewsletter
um,-0.0751025602221489,-0.0751025602221489,0.4703027009963989,um
Ġhabe,-4.138342380523682,-1.73354971408844,4.280487060546875,Ġwar
Ġich,-0.015719899907708168,-0.015719899907708168,0.15916550159454346,Ġich
Ġmich,-1.9116907119750977,-1.9116907119750977,4.419255256652832,Ġmich
Ġmit,-2.0196750164031982,-1.9579322338104248,4.022284507751465,Ġselbst
Ġeinem,-1.8660796880722046,-1.8660796880722046,3.6440529823303223,Ġeinem
Ġal,-4.22858190536499,-2.055957317352295,5.122507095336914,Ġmann
ten,-0.004543695133179426,-0.004543695133179426,0.04696107655763626,ten
Ġfreund,-1.3034746646881104,-1.3034746646881104,3.4282541275024414,Ġfreund
Ġget,-0.8274914026260376,-0.8274914026260376,2.6500258445739746,Ġget
ro,-0.006845356430858374,-0.006845356430858374,0.05744599550962448,ro
ffen,-0.000205018965061754,-0.000205018965061754,0.0023722259793430567,ffen
.,-1.3922569751739502,-0.784071147441864,2.081571578979492,","
Ġwir,-1.7268121242523193,-1.4621608257293701,3.669579029083252,Ġer
